timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1607675637078,409,Launch-Get home,200,OK,DemoBlaze 1-1,text,true,,4920,338,1,1,https://demoblaze.com/,409,0,1
1607675637488,417,Login-Options login,200,OK,DemoBlaze 1-1,text,true,,513,397,1,1,https://api.demoblaze.com/login,417,0,1
1607675637906,332,Login-Post user credential,200,OK,DemoBlaze 1-1,text,true,,513,408,1,1,https://api.demoblaze.com/login,332,0,0
1607675638238,297,Login-Post check,200,OK,DemoBlaze 1-1,text,true,,560,395,1,1,https://api.demoblaze.com/check,297,0,0
1607675638535,267,Browse laptops-Options bycat,200,OK,DemoBlaze 1-1,text,true,,509,397,1,1,https://api.demoblaze.com/bycat,267,0,0
1607675638802,314,Browse laptops-Post bycat,200,OK,DemoBlaze 1-1,text,true,,1445,381,1,1,https://api.demoblaze.com/bycat,314,0,0
1607675639116,267,Select MacBook Pro-Get prod,200,OK,DemoBlaze 1-1,text,true,,5369,388,1,1,https://demoblaze.com/prod.html?idp_=15,266,0,0
1607675639382,290,Select MacBook Pro-Post check,200,OK,DemoBlaze 1-1,text,true,,560,412,1,1,https://api.demoblaze.com/check,289,0,0
1607675639672,289,Select MacBook Pro-Post view,200,OK,DemoBlaze 1-1,text,true,,697,390,1,1,https://api.demoblaze.com/view,289,0,0
1607675639962,264,Add to cart-Options add to cart,200,OK,DemoBlaze 1-1,text,true,,509,418,1,1,https://api.demoblaze.com/addtocart,264,0,0
1607675640226,363,Add to cart-Post add to cart,200,OK,DemoBlaze 1-1,text,true,,367,487,1,1,https://api.demoblaze.com/addtocart,363,0,0
1607675640589,287,Cart-Get cart,200,OK,DemoBlaze 1-1,text,true,,5691,397,1,1,https://demoblaze.com/cart.html,287,0,0
1607675640876,314,Cart-Post check,200,OK,DemoBlaze 1-1,text,true,,560,404,1,1,https://api.demoblaze.com/check,313,0,0
1607675641190,365,Cart-Post view cart,200,OK,DemoBlaze 1-1,text,true,,564,420,1,1,https://api.demoblaze.com/viewcart,365,0,0
1607675641555,308,Cart-Post view,200,OK,DemoBlaze 1-1,text,true,,697,379,1,1,https://api.demoblaze.com/view,308,0,0
1607675641863,264,Place order-Options delete cart,200,OK,DemoBlaze 1-1,text,true,,509,411,1,1,https://api.demoblaze.com/deletecart,264,0,0
1607675642127,373,Place order-Post delete cart,200,OK,DemoBlaze 1-1,text,true,,397,396,1,1,https://api.demoblaze.com/deletecart,373,0,0
1607675642500,284,Place order-Get index,200,OK,DemoBlaze 1-1,text,true,,4920,390,1,1,https://demoblaze.com/index.html,283,0,0
1607675642784,311,Place order-Post check,200,OK,DemoBlaze 1-1,text,true,,560,405,1,1,https://api.demoblaze.com/check,311,0,0
1607675643096,62,Logout,200,OK,DemoBlaze 1-1,text,true,,4920,391,1,1,https://demoblaze.com/index.html,61,0,0
1607675643161,407,Launch-Get home,200,OK,DemoBlaze 1-1,text,true,,4920,338,1,1,https://demoblaze.com/,406,0,1
1607675643568,413,Login-Options login,200,OK,DemoBlaze 1-1,text,true,,509,397,1,1,https://api.demoblaze.com/login,413,0,1
1607675643982,366,Login-Post user credential,200,OK,DemoBlaze 1-1,text,true,,513,408,1,1,https://api.demoblaze.com/login,366,0,0
1607675644348,300,Login-Post check,200,OK,DemoBlaze 1-1,text,true,,560,395,1,1,https://api.demoblaze.com/check,300,0,0
1607675644648,262,Browse laptops-Options bycat,200,OK,DemoBlaze 1-1,text,true,,509,397,1,1,https://api.demoblaze.com/bycat,262,0,0
1607675644910,329,Browse laptops-Post bycat,200,OK,DemoBlaze 1-1,text,true,,1445,381,1,1,https://api.demoblaze.com/bycat,329,0,0
1607675645239,268,Select MacBook Pro-Get prod,200,OK,DemoBlaze 1-1,text,true,,5369,388,1,1,https://demoblaze.com/prod.html?idp_=15,267,0,0
1607675645507,323,Select MacBook Pro-Post check,200,OK,DemoBlaze 1-1,text,true,,560,412,1,1,https://api.demoblaze.com/check,323,0,0
1607675645831,306,Select MacBook Pro-Post view,200,OK,DemoBlaze 1-1,text,true,,697,390,1,1,https://api.demoblaze.com/view,305,0,0
1607675646137,262,Add to cart-Options add to cart,200,OK,DemoBlaze 1-1,text,true,,509,418,1,1,https://api.demoblaze.com/addtocart,262,0,0
1607675646400,356,Add to cart-Post add to cart,200,OK,DemoBlaze 1-1,text,true,,367,487,1,1,https://api.demoblaze.com/addtocart,356,0,0
1607675646756,268,Cart-Get cart,200,OK,DemoBlaze 1-1,text,true,,5691,397,1,1,https://demoblaze.com/cart.html,267,0,0
1607675647024,318,Cart-Post check,200,OK,DemoBlaze 1-1,text,true,,560,404,1,1,https://api.demoblaze.com/check,318,0,0
1607675647342,334,Cart-Post view cart,200,OK,DemoBlaze 1-1,text,true,,564,420,1,1,https://api.demoblaze.com/viewcart,333,0,0
1607675647676,319,Cart-Post view,200,OK,DemoBlaze 1-1,text,true,,701,379,1,1,https://api.demoblaze.com/view,319,0,0
1607675647996,260,Place order-Options delete cart,200,OK,DemoBlaze 1-1,text,true,,509,411,1,1,https://api.demoblaze.com/deletecart,260,0,0
1607675648257,399,Place order-Post delete cart,200,OK,DemoBlaze 1-1,text,true,,397,396,1,1,https://api.demoblaze.com/deletecart,399,0,0
1607675648656,267,Place order-Get index,200,OK,DemoBlaze 1-1,text,true,,4920,390,1,1,https://demoblaze.com/index.html,267,0,0
1607675648923,320,Place order-Post check,200,OK,DemoBlaze 1-1,text,true,,560,405,1,1,https://api.demoblaze.com/check,320,0,0
1607675649243,59,Logout,200,OK,DemoBlaze 1-1,text,true,,4920,391,1,1,https://demoblaze.com/index.html,58,0,0
1607675649306,411,Launch-Get home,200,OK,DemoBlaze 1-1,text,true,,4920,338,1,1,https://demoblaze.com/,410,0,1
1607675649717,667,Login-Options login,200,OK,DemoBlaze 1-1,text,true,,509,397,1,1,https://api.demoblaze.com/login,667,0,2
1607675650384,352,Login-Post user credential,200,OK,DemoBlaze 1-1,text,true,,513,408,1,1,https://api.demoblaze.com/login,352,0,0
1607675650736,311,Login-Post check,200,OK,DemoBlaze 1-1,text,true,,560,395,1,1,https://api.demoblaze.com/check,311,0,0
1607675651048,269,Browse laptops-Options bycat,200,OK,DemoBlaze 1-1,text,true,,509,397,1,1,https://api.demoblaze.com/bycat,269,0,0
1607675651318,333,Browse laptops-Post bycat,200,OK,DemoBlaze 1-1,text,true,,1445,381,1,1,https://api.demoblaze.com/bycat,333,0,0
1607675651651,270,Select MacBook Pro-Get prod,200,OK,DemoBlaze 1-1,text,true,,5369,388,1,1,https://demoblaze.com/prod.html?idp_=15,270,0,0
1607675651922,314,Select MacBook Pro-Post check,200,OK,DemoBlaze 1-1,text,true,,560,412,1,1,https://api.demoblaze.com/check,314,0,0
1607675652236,446,Select MacBook Pro-Post view,200,OK,DemoBlaze 1-1,text,true,,697,390,1,1,https://api.demoblaze.com/view,446,0,0
1607675652683,261,Add to cart-Options add to cart,200,OK,DemoBlaze 1-1,text,true,,509,418,1,1,https://api.demoblaze.com/addtocart,261,0,0
1607675652944,435,Add to cart-Post add to cart,200,OK,DemoBlaze 1-1,text,true,,367,487,1,1,https://api.demoblaze.com/addtocart,435,0,0
1607675653379,292,Cart-Get cart,200,OK,DemoBlaze 1-1,text,true,,5691,397,1,1,https://demoblaze.com/cart.html,291,0,0
1607675653671,320,Cart-Post check,200,OK,DemoBlaze 1-1,text,true,,565,404,1,1,https://api.demoblaze.com/check,320,0,0
1607675653991,357,Cart-Post view cart,200,OK,DemoBlaze 1-1,text,true,,564,420,1,1,https://api.demoblaze.com/viewcart,357,0,0
1607675654348,322,Cart-Post view,200,OK,DemoBlaze 1-1,text,true,,697,379,1,1,https://api.demoblaze.com/view,322,0,0
1607675654670,252,Place order-Options delete cart,200,OK,DemoBlaze 1-1,text,true,,509,411,1,1,https://api.demoblaze.com/deletecart,252,0,0
1607675654922,429,Place order-Post delete cart,200,OK,DemoBlaze 1-1,text,true,,397,396,1,1,https://api.demoblaze.com/deletecart,429,0,0
1607675655351,281,Place order-Get index,200,OK,DemoBlaze 1-1,text,true,,4920,390,1,1,https://demoblaze.com/index.html,280,0,0
1607675655632,313,Place order-Post check,200,OK,DemoBlaze 1-1,text,true,,560,405,1,1,https://api.demoblaze.com/check,312,0,0
1607675655945,73,Logout,200,OK,DemoBlaze 1-1,text,true,,4920,391,1,1,https://demoblaze.com/index.html,73,0,0
1607675656023,423,Launch-Get home,200,OK,DemoBlaze 1-1,text,true,,4920,338,1,1,https://demoblaze.com/,423,0,1
1607675656447,402,Login-Options login,200,OK,DemoBlaze 1-1,text,true,,509,397,1,1,https://api.demoblaze.com/login,402,0,1
1607675656849,392,Login-Post user credential,200,OK,DemoBlaze 1-1,text,true,,513,408,2,2,https://api.demoblaze.com/login,392,0,0
1607675657076,410,Launch-Get home,200,OK,DemoBlaze 1-2,text,true,,4924,338,2,2,https://demoblaze.com/,410,0,1
1607675657242,316,Login-Post check,200,OK,DemoBlaze 1-1,text,true,,565,395,2,2,https://api.demoblaze.com/check,316,0,0
1607675657558,264,Browse laptops-Options bycat,200,OK,DemoBlaze 1-1,text,true,,509,397,2,2,https://api.demoblaze.com/bycat,264,0,0
1607675657487,372,Login-Options login,200,OK,DemoBlaze 1-2,text,true,,509,397,2,2,https://api.demoblaze.com/login,372,0,1
1607675657822,341,Browse laptops-Post bycat,200,OK,DemoBlaze 1-1,text,true,,1449,381,2,2,https://api.demoblaze.com/bycat,341,0,0
1607675657860,368,Login-Post user credential,200,OK,DemoBlaze 1-2,text,true,,518,408,2,2,https://api.demoblaze.com/login,368,0,0
1607675658163,268,Select MacBook Pro-Get prod,200,OK,DemoBlaze 1-1,text,true,,5373,388,2,2,https://demoblaze.com/prod.html?idp_=15,268,0,0
1607675658228,318,Login-Post check,200,OK,DemoBlaze 1-2,text,true,,560,395,2,2,https://api.demoblaze.com/check,318,0,0
1607675658432,349,Select MacBook Pro-Post check,200,OK,DemoBlaze 1-1,text,true,,560,412,2,2,https://api.demoblaze.com/check,349,0,0
1607675658546,255,Browse laptops-Options bycat,200,OK,DemoBlaze 1-2,text,true,,509,397,2,2,https://api.demoblaze.com/bycat,255,0,0
1607675658781,330,Select MacBook Pro-Post view,200,OK,DemoBlaze 1-1,text,true,,697,390,2,2,https://api.demoblaze.com/view,330,0,0
1607675658802,318,Browse laptops-Post bycat,200,OK,DemoBlaze 1-2,text,true,,1450,381,2,2,https://api.demoblaze.com/bycat,318,0,0
1607675659113,259,Add to cart-Options add to cart,200,OK,DemoBlaze 1-1,text,true,,509,418,2,2,https://api.demoblaze.com/addtocart,259,0,0
1607675659121,264,Select MacBook Pro-Get prod,200,OK,DemoBlaze 1-2,text,true,,5369,388,2,2,https://demoblaze.com/prod.html?idp_=15,263,0,0
1607675659385,320,Select MacBook Pro-Post check,200,OK,DemoBlaze 1-2,text,true,,560,412,2,2,https://api.demoblaze.com/check,320,0,0
1607675659372,376,Add to cart-Post add to cart,200,OK,DemoBlaze 1-1,text,true,,367,487,2,2,https://api.demoblaze.com/addtocart,376,0,0
1607675659706,314,Select MacBook Pro-Post view,200,OK,DemoBlaze 1-2,text,true,,697,390,2,2,https://api.demoblaze.com/view,314,0,0
1607675659748,283,Cart-Get cart,200,OK,DemoBlaze 1-1,text,true,,5691,397,2,2,https://demoblaze.com/cart.html,282,0,0
1607675660021,267,Add to cart-Options add to cart,200,OK,DemoBlaze 1-2,text,true,,509,418,2,2,https://api.demoblaze.com/addtocart,267,0,0
1607675660031,309,Cart-Post check,200,OK,DemoBlaze 1-1,text,true,,560,404,2,2,https://api.demoblaze.com/check,309,0,0
1607675660288,348,Add to cart-Post add to cart,200,OK,DemoBlaze 1-2,text,true,,367,487,2,2,https://api.demoblaze.com/addtocart,348,0,0
1607675660340,348,Cart-Post view cart,200,OK,DemoBlaze 1-1,text,true,,564,420,2,2,https://api.demoblaze.com/viewcart,348,0,0
1607675660637,271,Cart-Get cart,200,OK,DemoBlaze 1-2,text,true,,5691,397,2,2,https://demoblaze.com/cart.html,271,0,0
1607675660689,314,Cart-Post view,200,OK,DemoBlaze 1-1,text,true,,697,379,2,2,https://api.demoblaze.com/view,314,0,0
1607675660909,290,Cart-Post check,200,OK,DemoBlaze 1-2,text,true,,560,404,2,2,https://api.demoblaze.com/check,290,0,0
1607675661003,262,Place order-Options delete cart,200,OK,DemoBlaze 1-1,text,true,,509,411,2,2,https://api.demoblaze.com/deletecart,262,0,0
1607675661200,356,Cart-Post view cart,200,OK,DemoBlaze 1-2,text,true,,564,420,2,2,https://api.demoblaze.com/viewcart,356,0,0
1607675661266,415,Place order-Post delete cart,200,OK,DemoBlaze 1-1,text,true,,397,396,2,2,https://api.demoblaze.com/deletecart,415,0,0
1607675661557,313,Cart-Post view,200,OK,DemoBlaze 1-2,text,true,,697,379,2,2,https://api.demoblaze.com/view,313,0,0
1607675661682,260,Place order-Get index,200,OK,DemoBlaze 1-1,text,true,,4920,390,2,2,https://demoblaze.com/index.html,260,0,0
1607675661870,240,Place order-Options delete cart,200,OK,DemoBlaze 1-2,text,true,,509,411,2,2,https://api.demoblaze.com/deletecart,240,0,0
1607675661943,297,Place order-Post check,200,OK,DemoBlaze 1-1,text,true,,560,405,2,2,https://api.demoblaze.com/check,297,0,0
1607675662240,71,Logout,200,OK,DemoBlaze 1-1,text,true,,4920,391,2,2,https://demoblaze.com/index.html,70,0,0
1607675662111,298,Place order-Post delete cart,200,OK,DemoBlaze 1-2,text,true,,397,396,2,2,https://api.demoblaze.com/deletecart,298,0,0
1607675662410,260,Place order-Get index,200,OK,DemoBlaze 1-2,text,true,,4920,390,2,2,https://demoblaze.com/index.html,259,0,0
1607675662316,412,Launch-Get home,200,OK,DemoBlaze 1-1,text,true,,4920,338,2,2,https://demoblaze.com/,411,0,1
1607675662671,305,Place order-Post check,200,OK,DemoBlaze 1-2,text,true,,560,405,2,2,https://api.demoblaze.com/check,305,0,0
1607675662977,63,Logout,200,OK,DemoBlaze 1-2,text,true,,4920,391,2,2,https://demoblaze.com/index.html,62,0,0
1607675662728,375,Login-Options login,200,OK,DemoBlaze 1-1,text,true,,509,397,2,2,https://api.demoblaze.com/login,375,0,1
1607675663043,416,Launch-Get home,200,OK,DemoBlaze 1-2,text,true,,4912,338,2,2,https://demoblaze.com/,416,0,2
1607675663103,460,Login-Post user credential,200,OK,DemoBlaze 1-1,text,true,,513,408,2,2,https://api.demoblaze.com/login,460,0,0
1607675663459,381,Login-Options login,200,OK,DemoBlaze 1-2,text,true,,509,397,2,2,https://api.demoblaze.com/login,381,0,1
1607675663564,325,Login-Post check,200,OK,DemoBlaze 1-1,text,true,,560,395,2,2,https://api.demoblaze.com/check,325,0,0
1607675663890,257,Browse laptops-Options bycat,200,OK,DemoBlaze 1-1,text,true,,509,397,2,2,https://api.demoblaze.com/bycat,257,0,0
1607675663841,440,Login-Post user credential,200,OK,DemoBlaze 1-2,text,true,,513,408,2,2,https://api.demoblaze.com/login,440,0,0
1607675664147,302,Browse laptops-Post bycat,200,OK,DemoBlaze 1-1,text,true,,1445,381,2,2,https://api.demoblaze.com/bycat,302,0,0
1607675664280,300,Login-Post check,200,OK,DemoBlaze 1-2,text,true,,560,395,2,2,https://api.demoblaze.com/check,300,0,0
1607675664449,270,Select MacBook Pro-Get prod,200,OK,DemoBlaze 1-1,text,true,,5369,388,2,2,https://demoblaze.com/prod.html?idp_=15,269,0,0
1607675664581,260,Browse laptops-Options bycat,200,OK,DemoBlaze 1-2,text,true,,509,397,2,2,https://api.demoblaze.com/bycat,260,0,0
1607675664719,309,Select MacBook Pro-Post check,200,OK,DemoBlaze 1-1,text,true,,560,412,2,2,https://api.demoblaze.com/check,309,0,0
1607675664841,333,Browse laptops-Post bycat,200,OK,DemoBlaze 1-2,text,true,,1445,381,2,2,https://api.demoblaze.com/bycat,333,0,0
1607675665174,62,Select MacBook Pro-Get prod,200,OK,DemoBlaze 1-2,text,true,,5373,388,2,2,https://demoblaze.com/prod.html?idp_=15,62,0,0
1607675665028,359,Select MacBook Pro-Post view,200,OK,DemoBlaze 1-1,text,true,,697,390,2,2,https://api.demoblaze.com/view,359,0,0
1607675665237,314,Select MacBook Pro-Post check,200,OK,DemoBlaze 1-2,text,true,,560,412,2,2,https://api.demoblaze.com/check,314,0,0
1607675665387,258,Add to cart-Options add to cart,200,OK,DemoBlaze 1-1,text,true,,509,418,2,2,https://api.demoblaze.com/addtocart,258,0,0
1607675665551,327,Select MacBook Pro-Post view,200,OK,DemoBlaze 1-2,text,true,,697,390,2,2,https://api.demoblaze.com/view,327,0,0
1607675665646,376,Add to cart-Post add to cart,200,OK,DemoBlaze 1-1,text,true,,367,487,2,2,https://api.demoblaze.com/addtocart,376,0,0
1607675665878,258,Add to cart-Options add to cart,200,OK,DemoBlaze 1-2,text,true,,509,418,2,2,https://api.demoblaze.com/addtocart,258,0,0
1607675666023,266,Cart-Get cart,200,OK,DemoBlaze 1-1,text,true,,5691,397,2,2,https://demoblaze.com/cart.html,265,0,0
1607675666136,333,Add to cart-Post add to cart,200,OK,DemoBlaze 1-2,text,true,,367,487,2,2,https://api.demoblaze.com/addtocart,333,0,0
1607675666469,67,Cart-Get cart,200,OK,DemoBlaze 1-2,text,true,,5691,397,2,2,https://demoblaze.com/cart.html,66,0,0
1607675666289,289,Cart-Post check,200,OK,DemoBlaze 1-1,text,true,,560,404,2,2,https://api.demoblaze.com/check,289,0,0
1607675666536,317,Cart-Post check,200,OK,DemoBlaze 1-2,text,true,,560,404,2,2,https://api.demoblaze.com/check,317,0,0
1607675666578,381,Cart-Post view cart,200,OK,DemoBlaze 1-1,text,true,,564,420,2,2,https://api.demoblaze.com/viewcart,381,0,0
1607675666853,348,Cart-Post view cart,200,OK,DemoBlaze 1-2,text,true,,564,420,2,2,https://api.demoblaze.com/viewcart,348,0,0
1607675666960,314,Cart-Post view,200,OK,DemoBlaze 1-1,text,true,,697,379,2,2,https://api.demoblaze.com/view,314,0,0
1607675667202,312,Cart-Post view,200,OK,DemoBlaze 1-2,text,true,,697,379,2,2,https://api.demoblaze.com/view,312,0,0
1607675667274,264,Place order-Options delete cart,200,OK,DemoBlaze 1-1,text,true,,509,411,2,2,https://api.demoblaze.com/deletecart,264,0,0
1607675667514,264,Place order-Options delete cart,200,OK,DemoBlaze 1-2,text,true,,509,411,2,2,https://api.demoblaze.com/deletecart,264,0,0
1607675667538,388,Place order-Post delete cart,200,OK,DemoBlaze 1-1,text,true,,397,396,2,2,https://api.demoblaze.com/deletecart,388,0,0
1607675667779,313,Place order-Post delete cart,200,OK,DemoBlaze 1-2,text,true,,397,396,2,2,https://api.demoblaze.com/deletecart,313,0,0
1607675668092,81,Place order-Get index,200,OK,DemoBlaze 1-2,text,true,,4920,390,2,2,https://demoblaze.com/index.html,81,0,0
1607675667926,272,Place order-Get index,200,OK,DemoBlaze 1-1,text,true,,4920,390,2,2,https://demoblaze.com/index.html,272,0,0
1607675668173,308,Place order-Post check,200,OK,DemoBlaze 1-2,text,true,,564,405,2,2,https://api.demoblaze.com/check,308,0,0
1607675668198,309,Place order-Post check,200,OK,DemoBlaze 1-1,text,true,,560,405,2,2,https://api.demoblaze.com/check,309,0,0
1607675668481,64,Logout,200,OK,DemoBlaze 1-2,text,true,,4920,391,2,2,https://demoblaze.com/index.html,64,0,0
1607675668507,60,Logout,200,OK,DemoBlaze 1-1,text,true,,4920,391,2,2,https://demoblaze.com/index.html,59,0,0
1607675668571,408,Launch-Get home,200,OK,DemoBlaze 1-1,text,true,,4920,338,2,2,https://demoblaze.com/,407,0,1
1607675668550,432,Launch-Get home,200,OK,DemoBlaze 1-2,text,true,,4920,338,2,2,https://demoblaze.com/,431,0,8
1607675668979,378,Login-Options login,200,OK,DemoBlaze 1-1,text,true,,509,397,2,2,https://api.demoblaze.com/login,378,0,1
1607675668982,392,Login-Options login,200,OK,DemoBlaze 1-2,text,true,,509,397,2,2,https://api.demoblaze.com/login,392,0,2
1607675669358,327,Login-Post user credential,200,OK,DemoBlaze 1-1,text,true,,513,408,2,2,https://api.demoblaze.com/login,327,0,0
1607675669375,345,Login-Post user credential,200,OK,DemoBlaze 1-2,text,true,,513,408,2,2,https://api.demoblaze.com/login,345,0,0
1607675669686,319,Login-Post check,200,OK,DemoBlaze 1-1,text,true,,560,395,2,2,https://api.demoblaze.com/check,319,0,0
1607675669721,310,Login-Post check,200,OK,DemoBlaze 1-2,text,true,,560,395,2,2,https://api.demoblaze.com/check,310,0,0
1607675670005,253,Browse laptops-Options bycat,200,OK,DemoBlaze 1-1,text,true,,509,397,2,2,https://api.demoblaze.com/bycat,253,0,0
1607675670032,259,Browse laptops-Options bycat,200,OK,DemoBlaze 1-2,text,true,,509,397,2,2,https://api.demoblaze.com/bycat,259,0,0
1607675670258,308,Browse laptops-Post bycat,200,OK,DemoBlaze 1-1,text,true,,1445,381,2,2,https://api.demoblaze.com/bycat,308,0,0
1607675670292,321,Browse laptops-Post bycat,200,OK,DemoBlaze 1-2,text,true,,1445,381,2,2,https://api.demoblaze.com/bycat,321,0,0
1607675670567,266,Select MacBook Pro-Get prod,200,OK,DemoBlaze 1-1,text,true,,5373,388,2,2,https://demoblaze.com/prod.html?idp_=15,265,0,0
1607675670613,278,Select MacBook Pro-Get prod,200,OK,DemoBlaze 1-2,text,true,,5373,388,2,2,https://demoblaze.com/prod.html?idp_=15,277,0,0
1607675670833,289,Select MacBook Pro-Post check,200,OK,DemoBlaze 1-1,text,true,,560,412,2,2,https://api.demoblaze.com/check,289,0,0
1607675670891,311,Select MacBook Pro-Post check,200,OK,DemoBlaze 1-2,text,true,,560,412,2,2,https://api.demoblaze.com/check,311,0,0
1607675671122,306,Select MacBook Pro-Post view,200,OK,DemoBlaze 1-1,text,true,,697,390,2,2,https://api.demoblaze.com/view,306,0,0
1607675671202,311,Select MacBook Pro-Post view,200,OK,DemoBlaze 1-2,text,true,,697,390,2,2,https://api.demoblaze.com/view,311,0,0
1607675671429,271,Add to cart-Options add to cart,200,OK,DemoBlaze 1-1,text,true,,509,418,2,2,https://api.demoblaze.com/addtocart,271,0,0
1607675671513,259,Add to cart-Options add to cart,200,OK,DemoBlaze 1-2,text,true,,509,418,2,2,https://api.demoblaze.com/addtocart,259,0,0
1607675671701,385,Add to cart-Post add to cart,200,OK,DemoBlaze 1-1,text,true,,367,487,2,2,https://api.demoblaze.com/addtocart,385,0,0
1607675671772,349,Add to cart-Post add to cart,200,OK,DemoBlaze 1-2,text,true,,367,487,2,2,https://api.demoblaze.com/addtocart,349,0,0
1607675672086,278,Cart-Get cart,200,OK,DemoBlaze 1-1,text,true,,5691,397,2,2,https://demoblaze.com/cart.html,277,0,0
1607675672121,274,Cart-Get cart,200,OK,DemoBlaze 1-2,text,true,,5691,397,2,2,https://demoblaze.com/cart.html,274,0,0
1607675672364,296,Cart-Post check,200,OK,DemoBlaze 1-1,text,true,,560,404,2,2,https://api.demoblaze.com/check,295,0,0
1607675672395,303,Cart-Post check,200,OK,DemoBlaze 1-2,text,true,,560,404,2,2,https://api.demoblaze.com/check,303,0,0
1607675672660,324,Cart-Post view cart,200,OK,DemoBlaze 1-1,text,true,,569,420,2,2,https://api.demoblaze.com/viewcart,324,0,0
1607675672698,345,Cart-Post view cart,200,OK,DemoBlaze 1-2,text,true,,564,420,2,2,https://api.demoblaze.com/viewcart,345,0,0
1607675672985,316,Cart-Post view,200,OK,DemoBlaze 1-1,text,true,,697,379,2,2,https://api.demoblaze.com/view,316,0,0
1607675673043,313,Cart-Post view,200,OK,DemoBlaze 1-2,text,true,,697,379,2,2,https://api.demoblaze.com/view,313,0,0
1607675673301,260,Place order-Options delete cart,200,OK,DemoBlaze 1-1,text,true,,509,411,2,2,https://api.demoblaze.com/deletecart,260,0,0
1607675673356,270,Place order-Options delete cart,200,OK,DemoBlaze 1-2,text,true,,509,411,2,2,https://api.demoblaze.com/deletecart,270,0,0
1607675673562,371,Place order-Post delete cart,200,OK,DemoBlaze 1-1,text,true,,397,396,2,2,https://api.demoblaze.com/deletecart,371,0,0
1607675673626,362,Place order-Post delete cart,200,OK,DemoBlaze 1-2,text,true,,397,396,2,2,https://api.demoblaze.com/deletecart,362,0,0
1607675673933,270,Place order-Get index,200,OK,DemoBlaze 1-1,text,true,,4924,390,2,2,https://demoblaze.com/index.html,269,0,0
1607675673989,263,Place order-Get index,200,OK,DemoBlaze 1-2,text,true,,4924,390,2,2,https://demoblaze.com/index.html,262,0,0
1607675674203,295,Place order-Post check,200,OK,DemoBlaze 1-1,text,true,,560,405,2,2,https://api.demoblaze.com/check,295,0,0
1607675674252,304,Place order-Post check,200,OK,DemoBlaze 1-2,text,true,,560,405,2,2,https://api.demoblaze.com/check,304,0,0
1607675674499,60,Logout,200,OK,DemoBlaze 1-1,text,true,,4924,391,2,2,https://demoblaze.com/index.html,59,0,0
1607675674556,66,Logout,200,OK,DemoBlaze 1-2,text,true,,4924,391,2,2,https://demoblaze.com/index.html,66,0,0
1607675674564,402,Launch-Get home,200,OK,DemoBlaze 1-1,text,true,,4920,338,2,2,https://demoblaze.com/,402,0,1
1607675674626,401,Launch-Get home,200,OK,DemoBlaze 1-2,text,true,,4920,338,2,2,https://demoblaze.com/,401,0,1
1607675674967,411,Login-Options login,200,OK,DemoBlaze 1-1,text,true,,509,397,2,2,https://api.demoblaze.com/login,411,0,1
1607675675028,376,Login-Options login,200,OK,DemoBlaze 1-2,text,true,,509,397,2,2,https://api.demoblaze.com/login,376,0,1
1607675675378,321,Login-Post user credential,200,OK,DemoBlaze 1-1,text,true,,513,408,2,2,https://api.demoblaze.com/login,321,0,0
1607675675404,345,Login-Post user credential,200,OK,DemoBlaze 1-2,text,true,,513,408,2,2,https://api.demoblaze.com/login,345,0,0
1607675675699,294,Login-Post check,200,OK,DemoBlaze 1-1,text,true,,560,395,2,2,https://api.demoblaze.com/check,294,0,0
1607675675749,323,Login-Post check,200,OK,DemoBlaze 1-2,text,true,,565,395,2,2,https://api.demoblaze.com/check,323,0,0
1607675675994,263,Browse laptops-Options bycat,200,OK,DemoBlaze 1-1,text,true,,509,397,2,2,https://api.demoblaze.com/bycat,263,0,0
1607675676073,263,Browse laptops-Options bycat,200,OK,DemoBlaze 1-2,text,true,,509,397,2,2,https://api.demoblaze.com/bycat,263,0,0
1607675676257,320,Browse laptops-Post bycat,200,OK,DemoBlaze 1-1,text,true,,1445,381,2,2,https://api.demoblaze.com/bycat,320,0,0
1607675676337,314,Browse laptops-Post bycat,200,OK,DemoBlaze 1-2,text,true,,1445,381,2,2,https://api.demoblaze.com/bycat,314,0,0
1607675676577,277,Select MacBook Pro-Get prod,200,OK,DemoBlaze 1-1,text,true,,5369,388,2,2,https://demoblaze.com/prod.html?idp_=15,277,0,0
1607675676651,260,Select MacBook Pro-Get prod,200,OK,DemoBlaze 1-2,text,true,,5369,388,2,2,https://demoblaze.com/prod.html?idp_=15,259,0,0
1607675676855,296,Select MacBook Pro-Post check,200,OK,DemoBlaze 1-1,text,true,,565,412,3,3,https://api.demoblaze.com/check,296,0,0
1607675676911,296,Select MacBook Pro-Post check,200,OK,DemoBlaze 1-2,text,true,,560,412,3,3,https://api.demoblaze.com/check,296,0,0
1607675677077,409,Launch-Get home,200,OK,DemoBlaze 1-3,text,true,,4920,338,3,3,https://demoblaze.com/,408,0,1
1607675677208,314,Select MacBook Pro-Post view,200,OK,DemoBlaze 1-2,text,true,,697,390,3,3,https://api.demoblaze.com/view,314,0,0
1607675677152,382,Select MacBook Pro-Post view,200,OK,DemoBlaze 1-1,text,true,,697,390,3,3,https://api.demoblaze.com/view,382,0,0
